LANG,ZONE,BP_NAME,SUBJ/OBJ,CONSTRUCTIONS,GROUP,VERB,PF/IMPF,CLASS,CLUSTER,NUM,DO/IO,PREP,CASE
RUS,UPPER LIMB,локоть,OBJ,обнажить по локоть,A,обнажить,PF,BARE+ORIENT,MOVEM,SG,IO,по,ACC
RUS,UPPER LIMB,локоть,OBJ,быть по локоть,A,быть,IMPF,ORIENT,PLACE,SG,IO,по,ACC
RUS,UPPER LIMB,локоть,OBJ,взять за локоть,A,взять,PF,TOUCH,SENSE,SG,IO,за,ACC
RUS,UPPER LIMB,локоть,OBJ,схватить за локоть,A,схватить,PF,TOUCH,SENSE,SG,IO,за,ACC
RUS,UPPER LIMB,локоть,OBJ,тронуть за локоть,A,тронуть,PF,TOUCH,SENSE,SG,IO,за,ACC
RUS,UPPER LIMB,локоть,OBJ,придерживаться за локоть,A,придерживаться,IMPF,TOUCH,SENSE,SG,IO,за,ACC
RUS,UPPER LIMB,локоть,OBJ,сжать за локоть ,C,сжать,PF,TOUCH,SENSE,SG,IO,за,ACC
RUS,UPPER LIMB,локоть,OBJ,взять под локоть,C,взять,PF,TOUCH,SENSE,SG,IO,под,ACC
RUS,UPPER LIMB,локоть,OBJ,поддерживать под локоть,C,поддерживать,IMPF,TOUCH,SENSE,SG,IO,под,ACC
RUS,UPPER LIMB,локоть,OBJ,толкнуть под локоть,C,толкнуть,PF,TOUCH,SENSE,SG,IO,под,ACC
RUS,UPPER LIMB,локоть,OBJ,подхватить под локоть,C,подхватить,PF,TOUCH,SENSE,SG,IO,под,ACC
RUS,UPPER LIMB,плечо,OBJ,обнажить плечо / плечи,A,обнажить,PF,BARE,MOVEM,SG/PL,DO,-,ACC
RUS,UPPER LIMB,плечо,OBJ,приподнять плечо / плечи,B,приподнять,PF,UP,MOVEM,SG/PL,DO,-,ACC
RUS,UPPER LIMB,плечо,OBJ,подставить плечо / плечи,B,подставить,PF,LEAN,PLACE,SG/PL,DO,-,ACC
RUS,UPPER LIMB,плечо,OBJ,опустить плечо / плечи,B,опустить,PF,DOWN,MOVEM,SG/PL,DO,-,ACC
RUS,UPPER LIMB,плечо,OBJ,подставить плечо ,IDIOM,подставить,PF,IDIOM,IDIOM,SG,DO,-,ACC
RUS,UPPER LIMB,плечо,OBJ,коснуться плеча / плечей,A,коснуться,PF,TOUCH,SENSE,SG/PL,DO,-,GEN
RUS,UPPER LIMB,плечо,OBJ,пошевелить плечом / плечами,B,пошевелить,PF,MOVEM,MOVEM,SG/PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,шевельнуть плечом / плечами,B,шевельнуть,PF,MOVEM,MOVEM,SG/PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,дёрнуть плечом / плечами,B,дёрнуть,PF,MOVEM,MOVEM,SG/PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,поводить плечом / плечами,B,поводить,IMPF,MOVEM,MOVEM,SG/PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,задеть плечом,B,задеть,PF,TOUCH,SENSE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,удариться плечом,A,удариться,PF,BEAT,SENSE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,прислониться плечом,B,прислониться,PF,TOUCH,SENSE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,навалиться плечом,B,навалиться,PF,TOUCH,SENSE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,прижаться плечом,B,прижаться,PF,TOUCH,SENSE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,привалиться плечом,B,привалиться,PF,TOUCH,SENSE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,стоять плечом (к плечу),C cmplx,стоять,IMPF,STAY,PLACE,SG,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,пожать плечами,C,пожать,PF,SHAKE,MOVEM,PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,передёрнуть плечами,C,передёрнуть,PF,SHAKE,MOVEM,PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,повести плечами,C,повести,PF,SHAKE,MOVEM,PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,пожимать плечами,C,пожимать,IMPF,SHAKE,MOVEM,PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,поводить плечами,C,поводить,PF,SHAKE,MOVEM,PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,вздрагивать плечами,C,вздрагивать,IMPF,SHAKE,MOVEM,PL,DO,-,INSTR
RUS,UPPER LIMB,плечо,OBJ,толкнуть в плечо,B,толкнуть,PF,BEAT,SENSE,SG,IO,в,ACC
RUS,UPPER LIMB,плечо,OBJ,вскинуть на плечо,C,вскинуть,PF,CARRY,PLACE,SG,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,нести на плече / на плечах,B,нести,IMPF,CARRY,PLACE,SG/PL,IO,на,PREP
RUS,UPPER LIMB,плечо,OBJ,операться на плечо / на плечи,B,операться,IMPF,CARRY,PLACE,SG/PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,положить на плечо / плечи,B,положить,PF,CARRY,PLACE,SG/PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,поправить на плече / на плечах,B,поправить,PF,DRESS,OTHER,SG/PL,IO,на,PREP
RUS,UPPER LIMB,плечо,OBJ,упасть на плечо / на плечи,B,упасть,PF,FALL,MOVEM,SG/PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,накинуть на плечи,C,накинуть,PF,DRESS,OTHER,PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,взвалить на плечи,IDIOM,взвалить,PF,IDIOM,IDIOM,PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,ложиться на плечи,IDIOM,ложиться,PF,IDIOM,IDIOM,PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,операться на плечи,IDIOM,операться,IMPF,IDIOM,IDIOM,PL,IO,на,ACC
RUS,UPPER LIMB,плечо,OBJ,сидеть на плечах,IDIOM,сидеть,IMPF,IDIOM,IDIOM,PL,IO,на,PREP
RUS,UPPER LIMB,плечо,OBJ,похлопать по плечу,C,похлопать,PF,BEAT,SENSE,SG,IO,по,DAT
RUS,UPPER LIMB,плечо,OBJ,трепать по плечу,C,трепать,IMPF,BEAT,SENSE,SG,IO,по,DAT
RUS,UPPER LIMB,плечо,OBJ,распустить по плечам,C,распустить,PF,ORIENT,PLACE,PL,IO,по,DAT
RUS,UPPER LIMB,плечо,OBJ,рассыпаться по плечам,C,рассыпаться,PF,ORIENT,PLACE,PL,IO,по,DAT
RUS,UPPER LIMB,плечо,OBJ,сбросить с плеч,IDIOM,сбросить,PF,IDIOM,IDIOM,PL,IO,с,GEN
RUS,UPPER LIMB,плечо,OBJ,свалиться с плеч,IDIOM,свалиться,PF,IDIOM,IDIOM,PL,IO,с,GEN
RUS,UPPER LIMB,плечо,OBJ,сорвать с плеча,IDIOM,сорвать,PF,IDIOM,IDIOM,SG,IO,с,GEN
RUS,UPPER LIMB,плечо,OBJ,рубить с плеча,IDIOM,рубить,IMPF,IDIOM,IDIOM,SG,IO,с,GEN
RUS,UPPER LIMB,плечо,OBJ,снять с плеча / плеч,A,снять,PF,REMOVE,MOVEM,SG/PL,IO,с,GEN
RUS,UPPER LIMB,плечо,OBJ,тронуть за плечо / плечи,A,тронуть,PF,TOUCH,SENSE,SG/PL,IO,за,ACC
RUS,UPPER LIMB,плечо,OBJ,схватить за плечо / плечи,A,схватить,PF,TOUCH,SENSE,SG/PL,IO,за,ACC
RUS,UPPER LIMB,плечо,OBJ,трясти за плечи / плечи,A,трясти,IMPF,TOUCH,SENSE,SG/PL,IO,за,ACC
RUS,UPPER LIMB,плечо,OBJ,обнять за плечи,C,обнять,PF,TOUCH,SENSE,PL,IO,за,ACC
RUS,UPPER LIMB,плечо,OBJ,иметь за плечами,IDIOM,иметь,IMPF,IDIOM,IDIOM,PL,IO,за,INSTR
RUS,UPPER LIMB,плечо,OBJ,иметь за плечами,C,иметь,IMPF,STATE,PLACE,PL,IO,за,INSTR
RUS,UPPER LIMB,плечо,OBJ,взять за плечи,A,взять,PF,TOUCH,SENSE,PL,IO,за,ACC
RUS,UPPER LIMB,плечо,OBJ,перекинуть через плечо,C,перекинуть,PF,CARRY,PLACE,SG,IO,через,ACC
RUS,UPPER LIMB,плечо,OBJ,бросить через плечо,C,бросить,PF,CARRY,PLACE,SG,IO,через,ACC
RUS,UPPER LIMB,плечо,OBJ,заглянуть через плечо,C,заглянуть,PF,SENSE,SENSE,SG,IO,через,ACC
RUS,UPPER LIMB,плечо,OBJ,оглянуться через плечо,C,оглянуться,PF,SENSE,SENSE,SG,IO,через,ACC
RUS,UPPER LIMB,плечо,OBJ,дотронуться до плеча / плеч,A,дотронуться,PF,TOUCH,SENSE,SG/PL,IO,до,GEN
RUS,UPPER LIMB,плечо,OBJ,прижаться к плечу / плечам,A,прижаться,PF,TOUCH,SENSE,SG/PL,IO,к,DAT
RUS,UPPER LIMB,ноготь,OBJ,наносить на ноготь / ногти,A,наносить,IMPF,DRESS,OTHER,SG/PL,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,щупать на ноготь,IDIOM,щупать,IMPF,IDIOM,IDIOM,SG,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,царапать на ногте,A,царапать,IMPF,PAINT,MOVEM,SG,IO,на,PREP
RUS,UPPER LIMB,ноготь,OBJ,царапать ногтём,C,царапать,IMPF,PAINT,MOVEM,SG,DO,-,INSTR
RUS,UPPER LIMB,ноготь,OBJ,усаживать на ноготь,B,усаживать,IMPF,DRESS,OTHER,SG,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,уронить на ноготь,A,уронить,PF,FALL,MOVEM,SG,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,показать на ноготь,A,показать,PF,SHOW,MOVEM,SG,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,показать на ногте,A,показать,PF,SHOW,MOVEM,SG,IO,на,PREP
RUS,UPPER LIMB,ноготь,OBJ,смотреть на ногти,A,смотреть,IMPF,SENSE,SENSE,PL,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,указывать на ногти,A,указывать,IMPF,SHOW,MOVEM,PL,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,приняться за ногти,C,приняться,PF,COSM,OTHER,PL,IO,на,ACC
RUS,UPPER LIMB,ноготь,OBJ,ломить под ногтем / ногтями,C,ломить,IMPF,SENSE,SENSE,SG/PL,IO,под,INSTR
RUS,UPPER LIMB,ноготь,OBJ,помыть под ногтями,C,помыть,PF,WASH,OTHER,PL,IO,под,INSTR
RUS,UPPER LIMB,ноготь,OBJ,захватить под ногти,C,захватить,PF,TOUCH,SENSE,PL,IO,под,ACC
RUS,UPPER LIMB,ноготь,OBJ,прижать к ногтю / ногтям,A,прижать,PF,GLUE,MOVEM,SG/PL,IO,к,DAT
RUS,UPPER LIMB,ноготь,OBJ,прирости к ногтю / ногтям,A,прирости,PF,GLUE,MOVEM,SG/PL,IO,к,DAT
RUS,UPPER LIMB,ноготь,OBJ,приклеивать к ногтю / ногтям,A,приклеивать,IMPF,GLUE,MOVEM,SG/PL,IO,к,DAT
RUS,UPPER LIMB,ноготь,OBJ,прижать к ногтю (И),IDIOM,прижать,PF,IDIOM,IDIOM,SG,IO,к,DAT
RUS,UPPER LIMB,ноготь,OBJ,цепляться за ногти,A,цепляться,IMPF,TOUCH,SENSE,PL,IO,за,ACC
RUS,UPPER LIMB,ноготь,OBJ,ухаживать за ногтями,A,ухаживать,IMPF,COSM,OTHER,PL,IO,за,INSTR
RUS,UPPER LIMB,ноготь,OBJ,покончить с ногтями,C,покончить,PF,COSM,OTHER,PL,IO,с,INSTR
RUS,UPPER LIMB,ноготь,OBJ,сходить с ногтя / ногтей,A,сходить,PF,REMOVE,MOVEM,SG/PL,IO,с,GEN
RUS,UPPER LIMB,ноготь,OBJ,стереть с ногтя / ногтей,A,стереть,PF,REMOVE,MOVEM,SG/PL,IO,с,GEN
RUS,UPPER LIMB,ноготь,OBJ,сковыривать с ногтя / ногтей,A,сковыривать,IMPF,REMOVE,MOVEM,SG/PL,IO,с,GEN
RUS,UPPER LIMB,ноготь,OBJ,постукивать о ноготь,B,постукивать,IMPF,BEAT,SENSE,SG,IO,о,ACC
RUS,UPPER LIMB,ноготь,OBJ,пробовать о ноготь,C,пробовать,IMPF,TASTE,SENSE,SG,IO,о,ACC
RUS,UPPER LIMB,ноготь,OBJ,мазнуть по ногтю / ногтям,B,мазнуть,PF,COSM,OTHER,SG/PL,IO,по,DAT
RUS,UPPER LIMB,палец,OBJ,надеть на палец / пальцы,A,надеть,PF,DRESS,OTHER,SG/PL,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,дуть на палец / пальцы,A,дуть,IMPF,SENSE,SENSE,SG/PL,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,наматывать на палец / пальцы,A,наматывать,IMPF,DRESS,OTHER,SG/PL,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,смотреть на палец / пальцы,A,смотреть,IMPF,SENSE,SENSE,SG/PL,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,плюнуть на палец / пальцы,C,плюнуть,PF,SPIT,OTHER,SG/PL,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,накручивать на палец,B,накручивать,IMPF,WRAP,MOVEM,SG,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,крутить на пальце,B,крутить,IMPF,TURN,MOVEM,SG,IO,на,PREP
RUS,UPPER LIMB,палец,OBJ,ступать на пальцы,C,ступать,IMPF,GO,MOVEM,PL,IO,на,ACC
RUS,UPPER LIMB,палец,OBJ,объяснить на пальцах,IDIOM,объяснить,PF,IDIOM,IDIOM,PL,IO,на,PREP
RUS,UPPER LIMB,палец,OBJ,вертеть на пальцах,B,вертеть,IMPF,TURN,MOVEM,PL,IO,на,PREP
RUS,UPPER LIMB,палец,OBJ,держать в пальцах,C,держать,IMPF,CARRY,PLACE,PL,IO,в,PREP
RUS,UPPER LIMB,палец,OBJ,мять в пальцах,C,мять,IMPF,TURN,MOVEM,PL,IO,в,PREP
RUS,UPPER LIMB,палец,OBJ,ощущать в пальцах,A,ощущать,IMPF,SENSE,SENSE,PL,IO,в,PREP
RUS,UPPER LIMB,палец,OBJ,высосать из пальца,IDIOM,высосать,PF,IDIOM,IDIOM,SG,IO,из,GEN
RUS,UPPER LIMB,палец,OBJ,считать по пальцам,IDIOM,считать,IMPF,IDIOM,IDIOM,PL,IO,по,DAT
RUS,UPPER LIMB,палец,OBJ,остаться без пальца / пальцев,B,остаться,IMPF,HURT,SENSE,SG/PL,IO,без,GEN
RUS,UPPER LIMB,палец,OBJ,стряхивать с пальца / пальцев,A,стряхивать,IMPF,REMOVE,MOVEM,SG/PL,IO,с,GEN
RUS,UPPER LIMB,палец,OBJ,снять с пальца / пальцев,A,снять,IMPF,REMOVE,MOVEM,SG/PL,IO,с,GEN
RUS,UPPER LIMB,палец,OBJ,смотреть сквозь пальцы,IDIOM,смотреть,IMPF,IDIOM,IDIOM,PL,IO,сквозь,ACC
RUS,UPPER LIMB,палец,OBJ,смотреть сквозь пальцы,B,смотреть,IMPF,SENSE,SENSE,PL,IO,сквозь,ACC
RUS,UPPER LIMB,палец,OBJ,утекать сквозь пальцы,C,утекать,IMPF,THROUGH,MOVEM,PL,IO,сквозь,ACC
RUS,UPPER LIMB,палец,OBJ,проходить сквозь пальцы,C,проходить,IMPF,THROUGH,MOVEM,PL,IO,сквозь,ACC
RUS,UPPER LIMB,палец,OBJ,пропускать сквозь пальцы,C,пропускать,IMPF,THROUGH,MOVEM,PL,IO,сквозь,ACC
RUS,UPPER LIMB,палец,OBJ,обвести вокруг пальца,IDIOM,обвести,PF,IDIOM,IDIOM,SG,IO,вокруг,GEN
RUS,UPPER LIMB,палец,OBJ,царапать пальцем,C,царапать,IMPF,PAINT,MOVEM,SG,DO,-,INSTR
RUS,UPPER LIMB,палец,OBJ,ковырять пальцем,C,ковырять,IMPF,PAINT,MOVEM,SG,DO,-,INSTR
RUS,UPPER LIMB,палец,OBJ,рисовать пальцем,C,рисовать,IMPF,PAINT,MOVEM,SG,DO,-,INSTR
RUS,UPPER LIMB,палец,OBJ,сосать палец,C,сосать,IMPF,TASTE,SENSE,SG,DO,-,ACC
RUS,LOWER LIMB,нога,OBJ,вскочить на ноги,C,вскочить,PF,UP,MOVEM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,подняться на ноги,C,подняться,PF,UP,MOVEM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,встать на ноги,B,встать,PF,UP,MOVEM,PL,IO,на,PREP
RUS,LOWER LIMB,нога,OBJ,держать на ногах,B,держать,IMPF,STAY,PLACE,PL,IO,на,PREP
RUS,LOWER LIMB,нога,OBJ,стоять на ногах,C,стоять,IMPF,STAY,PLACE,PL,IO,на,PREP
RUS,LOWER LIMB,нога,OBJ,быть на ногах,C,быть,IMPF,STAY,PLACE,PL,IO,на,PREP
RUS,LOWER LIMB,нога,OBJ,поставить на ноги (И),IDIOM,поставить,PF,IDIOM,IDIOM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,поставить на ноги,C,поставить,PF,UP,MOVEM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,подняться на ноги (И),IDIOM,подняться,PF,IDIOM,IDIOM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,подняться на ноги,C,подняться,PF,UP,MOVEM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,удержаться на ногах,C,удержаться,PF,STAY,PLACE,PL,IO,на,PREP
RUS,LOWER LIMB,нога,OBJ,устоять на ногах,C,устоять,PF,STAY,PLACE,PL,IO,на,PREP
RUS,LOWER LIMB,нога,OBJ,становиться на ноги (И),IDIOM,становиться,IMPF,UP,MOVEM,PL,IO,на,ACC
RUS,LOWER LIMB,нога,OBJ,повалиться в ноги (И),IDIOM,повалиться,IMPF,IDIOM,IDIOM,PL,IO,в,ACC
RUS,LOWER LIMB,нога,OBJ,повалиться в ноги (И),C,повалиться,IMPF,DOWN,MOVEM,PL,IO,в,ACC
RUS,LOWER LIMB,нога,OBJ,сидеть в ногах,C,сидеть,IMPF,SIT,MOVEM,PL,IO,в,PREP
RUS,LOWER LIMB,нога,OBJ,валяться в ногах (И),IDIOM,валяться,IMPF,IDIOM,IDIOM,PL,IO,в,PREP
RUS,LOWER LIMB,нога,OBJ,валяться в ногах (И),C,валяться,IMPF,LAY,PLACE,PL,IO,в,PREP
RUS,LOWER LIMB,нога,OBJ,идти в ногу (нога в ногу),C cmplx,идти,IMPF,GO,MOVEM,SG,IO,в,ACC
RUS,LOWER LIMB,нога,OBJ,глядеть под ноги,A,глядеть,IMPF,SENSE,SENSE,PL,IO,под,ACC
RUS,LOWER LIMB,нога,OBJ,хрустеть под ногами,C,хрустеть,IMPF,SENSE,SENSE,PL,IO,под,ISNTR
RUS,LOWER LIMB,нога,OBJ,смотреть под ноги,A,смотреть,IMPF,SENSE,SENSE,PL,IO,под,ACC
RUS,LOWER LIMB,нога,OBJ,путаться под ногами (И),IDIOM,путаться,IMPF,IDIOM,IDIOM,PL,IO,под,INSTR
RUS,LOWER LIMB,нога,OBJ,сплюнуть под ноги,C,сплюнуть,PF,SPIT,OTHER,PL,IO,под,ACC
RUS,LOWER LIMB,нога,OBJ,чувствовать под ногой / ногами,A,чувствовать,IMPF,SENSE,SENSE,SG/PL,IO,под,INSTR
RUS,LOWER LIMB,нога,OBJ,сшибить с ног,C,сшибить,PF,DOWN,MOVEM,PL,IO,с,GEN
RUS,LOWER LIMB,нога,OBJ,сбить с ног,C,сбить,PF,DOWN,MOVEM,PL,IO,с,GEN
RUS,LOWER LIMB,нога,OBJ,валиться с ног,C,валиться,IMPF,DOWN,MOVEM,PL,IO,с,GEN
RUS,LOWER LIMB,нога,OBJ,переминаться с ноги (на ногу),C cmplx,переминаться,IMPF,MOVEM,MOVEM,SG,IO,с,GEN
RUS,LOWER LIMB,нога,OBJ,переступить с ноги (на ногу),C cmplx,переступить,IMPF,MOVEM,MOVEM,SG,IO,с,GEN
RUS,LOWER LIMB,нога,OBJ,упасть к ногам (И),IDIOM,упасть,PF,IDIOM,IDIOM,PL,IO,к,DAT
RUS,LOWER LIMB,нога,OBJ,упасть к ногам (И),C,упасть,PF,DOWN,MOVEM,PL,IO,к,DAT
RUS,LOWER LIMB,нога,OBJ,пасть к ногам,C,пасть,IMPF,DOWN,MOVEM,PL,IO,к,DAT
RUS,LOWER LIMB,нога,OBJ,кинуться к ногам,C,кинуться,PF,DOWN,MOVEM,PL,IO,к,DAT
RUS,LOWER LIMB,нога,OBJ,упасть к ногам,C,упасть,PF,DOWN,MOVEM,PL,IO,к,DAT
RUS,LOWER LIMB,нога,OBJ,броситься к ногам,C,броситься,IMPF,DOWN,MOVEM,PL,IO,к,DAT
RUS,LOWER LIMB,нога,OBJ,лежать у ног,C,лежать,IMPF,LAY,PLACE,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,быть у ног,C,быть,IMPF,LAY+ORIENT,PLACE,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,биться у ног,C,биться,IMPF,LAY,PLACE,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,улечься у ног,C,улечься,PF,LAY,PLACE,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,умереть у ног,C,умереть,PF,LAY+STATE,PLACE,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,сидеть у ног,C,сидеть,IMPF,SIT,MOVEM,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,валяться у ног,C,валяться,IMPF,LAY,PLACE,PL,IO,у,GEN
RUS,LOWER LIMB,нога,OBJ,уходить из-под ног,IDIOM,уходить,IMPF,IDIOM,IDIOM,PL,IO,из-под,GEN
